repetition,distribution,model,coefficient_error_l2,SSE,SAE,MAE,RMSE
7,cauchy,LAD,0.45429144072182837,9864.882614537175,420.4617697230325,2.8030784648202167,8.10961676634072
7,contaminated_normal,OLS,0.38134597496220696,948.8803746052041,183.97751928689752,1.2265167952459834,2.515128061160046
7,contaminated_normal,LAD,0.1633469459189983,973.5768412587851,173.04101276879535,1.153606751791969,2.547648381362422
8,normal,OLS,0.1536058114536039,165.2288452281199,128.31424768728277,0.8554283179152185,1.0495359140373104
8,normal,LAD,0.2167427185927654,165.99618793079722,127.90193635189348,0.8526795756792899,1.0519701767977938
8,laplace,OLS,0.1946378710832977,91.75515778849679,85.59618877165614,0.5706412584777076,0.7821131963618257
8,laplace,LAD,0.1337541389949535,93.64340841658228,84.41310601706948,0.5627540401137966,0.7901198576443208
8,cauchy,OLS,2.4571222003304207,39270.52560636627,828.2971517635267,5.521981011756845,16.180343137351624
8,cauchy,LAD,0.24694726847964327,40078.94548746067,708.9081445977182,4.726054297318122,16.346038355406012
8,contaminated_normal,OLS,0.23536863910064482,1028.2118419074689,198.78456355221675,1.325230423681445,2.6181569114009298
8,contaminated_normal,LAD,0.2026989395612958,1043.5264940817376,196.53855492111472,1.3102570328074314,2.637582850618773
9,normal,OLS,0.14190923711190123,109.53450611162378,101.78614395828342,0.6785742930552228,0.8545349850908145
9,normal,LAD,0.1587743038282766,111.50994463948622,100.91345878075114,0.6727563918716742,0.8622062577654537
9,laplace,OLS,0.1664441485876503,115.98079217439373,94.5001848079346,0.6300012320528974,0.8793209204622764
9,laplace,LAD,0.17658098427603608,117.850977458712,93.9216432371007,0.6261442882473379,0.8863820750997168
9,cauchy,OLS,0.8413185651233552,5909.257359631941,382.52519073399867,2.5501679382266578,6.276547543372307
9,cauchy,LAD,0.1179879847024387,6008.847580814361,355.7597184796591,2.3717314565310605,6.329216687086621
