Dataset,Model,ContaminationRate,Repetition,Term,Estimate,CleanReferenceEstimate,EstimateShift,RobustStandardizedEstimate,CleanRobustStandardizedEstimate
Boston Housing,OLS,0,11,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,11,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,11,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,11,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,11,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,11,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,11,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,11,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,11,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,11,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,11,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,11,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,11,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,11,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,11,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,11,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,11,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,11,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,11,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,12,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,12,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,12,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,12,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,12,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,12,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,12,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,12,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,12,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,12,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,12,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,12,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,12,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,12,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,12,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,12,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,12,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,12,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,12,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,12,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,12,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,12,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,12,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,12,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,12,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,12,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,13,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,13,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,13,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,13,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,13,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,13,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,13,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,13,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,13,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,13,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,13,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,13,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,13,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,13,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,13,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,13,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,13,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,13,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,13,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,13,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,13,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,13,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,13,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,13,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,13,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,13,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,14,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,14,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,14,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,14,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,14,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,14,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,14,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,14,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,14,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,14,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,14,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,14,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,14,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,14,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,14,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,14,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,14,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,14,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,14,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,14,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,14,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,14,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,14,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,14,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,14,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,14,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,15,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,15,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,15,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,15,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,15,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,15,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,15,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,15,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,15,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,15,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,15,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,15,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,15,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,15,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,15,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,15,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,15,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,15,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,15,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,15,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,15,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,15,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,15,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,15,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,15,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,15,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,16,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,16,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,16,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,16,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,16,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,16,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,16,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,16,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,16,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,16,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,16,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,16,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,16,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,16,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,16,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,16,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,16,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,16,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,16,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,16,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,16,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,16,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,16,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,16,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,16,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,16,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,17,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,17,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,17,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,17,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,17,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,17,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,17,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,17,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,17,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,17,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,17,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,17,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,17,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,17,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,17,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,17,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,17,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,17,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,17,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,17,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,17,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,17,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,17,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,17,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,17,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,17,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,18,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,18,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,18,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,18,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,18,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,18,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,18,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,18,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,18,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,18,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,18,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,18,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,18,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,18,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,18,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,18,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,18,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,18,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,18,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,18,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,18,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,18,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,18,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,18,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,18,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,18,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,19,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,19,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,19,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,19,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,19,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,19,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,19,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,19,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,19,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,19,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,19,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,19,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,19,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,19,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,19,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,19,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,19,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,19,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,19,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,19,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,19,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,19,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,19,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,19,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,19,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,19,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,20,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,20,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,20,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,20,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,20,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,20,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,20,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,20,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,20,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,20,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,20,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,20,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,20,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,20,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,20,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,20,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,20,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,20,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,20,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,20,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
Boston Housing,LAD,0,20,AGE,-0.02865206404,-0.02865206404,0,-0.1889375237,-0.1889375237
Boston Housing,LAD,0,20,DIS,-0.9501396515,-0.9501396515,0,-0.3362392755,-0.3362392755
Boston Housing,LAD,0,20,RAD,0.2509050572,0.2509050572,0,0.7272610354,0.7272610354
Boston Housing,LAD,0,20,TAX,-0.00724174151,-0.00724174151,0,-0.4009196025,-0.4009196025
Boston Housing,LAD,0,20,PTRATIO,-0.7035817153,-0.7035817153,0,-0.2447240749,-0.2447240749
Boston Housing,LAD,0,20,LSTAT,-0.3016570272,-0.3016570272,0,-0.3930285035,-0.3930285035
Boston Housing,OLS,0,21,Intercept,25.76502072,25.76502072,0,,
Boston Housing,OLS,0,21,CRIM,-0.3981416199,-0.3981416199,0,-0.2168815888,-0.2168815888
Boston Housing,OLS,0,21,ZN,-0.01028855598,-0.01028855598,0,-0.00149109507,-0.00149109507
Boston Housing,OLS,0,21,INDUS,-0.08386181448,-0.08386181448,0,-0.1487635666,-0.1487635666
Boston Housing,OLS,0,21,CHAS,2.009809016,2.009809016,0,0.291276669,0.291276669
Boston Housing,OLS,0,21,NOX,-14.50118331,-14.50118331,0,-0.3026333908,-0.3026333908
Boston Housing,OLS,0,21,RM,4.782367,4.782367,0,0.4234820633,0.4234820633
Boston Housing,OLS,0,21,AGE,-0.02203910644,-0.02203910644,0,-0.1453303396,-0.1453303396
Boston Housing,OLS,0,21,DIS,-0.979784906,-0.979784906,0,-0.3467302585,-0.3467302585
Boston Housing,OLS,0,21,RAD,0.2896341815,0.2896341815,0,0.8395193667,0.8395193667
Boston Housing,OLS,0,21,TAX,-0.0102149664,-0.0102149664,0,-0.565524227,-0.565524227
Boston Housing,OLS,0,21,PTRATIO,-0.7292660368,-0.7292660368,0,-0.2536577519,-0.2536577519
Boston Housing,OLS,0,21,LSTAT,-0.3438291921,-0.3438291921,0,-0.4479745561,-0.4479745561
Boston Housing,LAD,0,21,Intercept,19.99811558,19.99811558,0,,
Boston Housing,LAD,0,21,CRIM,-0.5296923671,-0.5296923671,0,-0.2885418564,-0.2885418564
Boston Housing,LAD,0,21,ZN,0.01126306491,0.01126306491,0,0.001632328248,0.001632328248
Boston Housing,LAD,0,21,INDUS,-0.06155568763,-0.06155568763,0,-0.1091944372,-0.1091944372
Boston Housing,LAD,0,21,CHAS,2.310981356,2.310981356,0,0.3349248342,0.3349248342
Boston Housing,LAD,0,21,NOX,-9.575947657,-9.575947657,0,-0.1998458642,-0.1998458642
Boston Housing,LAD,0,21,RM,4.976903745,4.976903745,0,0.4407084331,0.4407084331
